"price","make","kms","fuel","seller","tx","owner","mileage","esize","power"
450,"Mahindra",20,"Petrol","Individual","Manual","First ",18.15,1198,82
1550,"Mahindra",28,"Diesel","Individual","Manual","First ",15.1,2179,152.87
350,"Mahindra",70,"Petrol","Individual","Manual","First ",13.87,1598,86
850,"Mahindra",20,"Diesel","Individual","Manual","First ",18.49,2179,120
455,"Mahindra",90,"Diesel","Individual","Manual","First ",13.6,2523,63
445,"Mahindra",90,"Diesel","Individual","Manual","First ",13.6,2523,63
880,"Mahindra",46,"Diesel","Individual","Manual","First ",15.4,2179,120
720,"Mahindra",80,"Diesel","Individual","Manual","First ",15.4,2523,75
720,"Mahindra",90,"Diesel","Individual","Manual","First ",15.4,2523,75
530,"Mahindra",60,"Diesel","Individual","Manual","First ",18.49,1493,100
800,"Mahindra",35,"Diesel","Individual","Manual","First ",15.96,2523,62.1
950,"Mahindra",188,"Diesel","Individual","Manual","First ",16,2179,140
670,"Mahindra",73,"Diesel","Individual","Manual","First ",15.4,2523,75
360,"Mahindra",200,"Diesel","Individual","Manual","First ",15.96,2523,62.1
400,"Mahindra",50,"Diesel","Individual","Manual","First ",23.5,909,45
710,"Mahindra",30,"Diesel","Individual","Manual","First ",15.96,2523,62.1
509.999,"Mahindra",110,"Diesel","Individual","Manual","First ",18.49,1493,100
720,"Mahindra",35,"Diesel","Individual","Manual","First ",15.96,2523,62.1
350,"Mahindra",90,"Diesel","Individual","Manual","First ",13.6,2523,63
1500,"Mahindra",50,"Diesel","Individual","Manual","First ",16.36,2179,140
1500,"Mahindra",40,"Diesel","Individual","Manual","First ",16.36,2179,140
600,"Mahindra",40,"Diesel","Individual","Manual","First ",15.96,2523,62.1
735,"Mahindra",70,"Diesel","Individual","Manual","First ",16.5,1493,70
630,"Mahindra",60,"Diesel","Individual","Manual","First ",15.4,1997,120
530,"Mahindra",20,"Diesel","Individual","Manual","First ",15.96,2523,63
919.999,"Mahindra",140,"Diesel","Individual","Manual","First ",16,2179,140
875,"Mahindra",25,"Diesel","Individual","Manual","First ",16.55,2498,105
540,"Mahindra",110,"Diesel","Individual","Manual","First ",14,2523,75
650,"Mahindra",130,"Diesel","Individual","Manual","First ",17.45,1493,100
1460,"Mahindra",5,"Diesel","Individual","Manual","First ",17.3,1497,121
625,"Mahindra",120,"Diesel","Individual","Manual","First ",18.49,1493,100
480,"Mahindra",85.472,"Diesel","Dealer","Manual","First ",12.05,2179,120
625,"Mahindra",50,"Diesel","Individual","Manual","First ",18.49,1493,100
1000,"Mahindra",22,"Petrol","Individual","Manual","First ",17,1197,110
600,"Mahindra",60,"Diesel","Individual","Manual","First ",12.05,2179,120
850,"Mahindra",200,"Diesel","Individual","Automatic","First ",11.18,2696,184
550,"Mahindra",126,"Diesel","Individual","Manual","First ",12.05,2179,120
1350,"Mahindra",25,"Diesel","Individual","Manual","First ",16,2179,140
1225,"Mahindra",39,"Diesel","Dealer","Manual","First ",16,2179,140
1000,"Mahindra",100,"Diesel","Individual","Manual","First ",16,2179,140
320,"Mahindra",120,"Diesel","Individual","Manual","First ",11.68,2498,112
620,"Mahindra",100,"Diesel","Individual","Manual","First ",16.5,1493,70
310,"Mahindra",110,"Diesel","Individual","Manual","First ",13.6,2523,63
390,"Mahindra",78,"Diesel","Individual","Manual","First ",11.68,2498,112
350,"Mahindra",90,"Diesel","Individual","Manual","First ",12.7,2609,116.6
1500,"Mahindra",60,"Diesel","Individual","Manual","First ",15.1,2179,152.87
1500,"Mahindra",60,"Diesel","Individual","Manual","First ",15.1,2179,152.87
1460,"Mahindra",5,"Diesel","Individual","Manual","First ",17.3,1497,121
550,"Mahindra",10.5,"Petrol","Individual","Manual","First ",18.15,1198,82
645,"Mahindra",139,"Diesel","Individual","Automatic","First ",11.79,2179,120
484.999,"Mahindra",100,"Diesel","Individual","Manual","First ",15.96,2523,63
600,"Mahindra",80,"Diesel","Individual","Manual","First ",15.96,2523,62.1
650,"Mahindra",50,"Diesel","Individual","Manual","First ",14,2523,75
650,"Mahindra",120,"Diesel","Individual","Manual","First ",16.5,1493,70
600,"Mahindra",45,"Diesel","Individual","Manual","First ",15.96,2523,62.1
900,"Mahindra",35,"Diesel","Individual","Manual","First ",16.55,2498,105
800,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,1997,120
400,"Mahindra",100,"Petrol","Individual","Manual","First ",18.15,1198,82
750,"Mahindra",22,"Diesel","Individual","Manual","First ",21.03,1461,65
800,"Mahindra",90,"Diesel","Individual","Manual","First ",16,2179,140
861.999,"Mahindra",120,"Diesel","Individual","Automatic","First ",16,2179,140
440,"Mahindra",120,"Diesel","Individual","Manual","First ",15.96,2523,62.1
750,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,1997,120
725,"Mahindra",40,"Diesel","Dealer","Manual","First ",18.49,1493,100
375,"Mahindra",80,"Diesel","Individual","Manual","First ",15.96,2523,62.1
1000,"Mahindra",50,"Diesel","Individual","Manual","First ",15.1,2179,140
750,"Mahindra",100,"Diesel","Individual","Manual","First ",20.8,1461,64.1
550,"Mahindra",30,"Diesel","Individual","Manual","First ",15.96,2523,62.1
800,"Mahindra",117,"Diesel","Dealer","Automatic","First ",11.18,2696,184
890,"Mahindra",55,"Diesel","Dealer","Manual","First ",18.49,1493,100
400,"Mahindra",100,"Diesel","Individual","Manual","First ",15.96,2523,62.1
819.999,"Mahindra",11.5,"Diesel","Individual","Manual","First ",18.49,1493,100
620,"Mahindra",40,"Diesel","Individual","Automatic","First ",18.49,1493,100
400,"Mahindra",130,"Diesel","Individual","Manual","First ",25.32,1198,77
530,"Mahindra",59,"Petrol","Individual","Manual","First ",18.15,1198,82
1000,"Mahindra",24.7,"Diesel","Individual","Manual","First ",16,2179,140
1100,"Mahindra",88.754,"Diesel","Dealer","Manual","First ",16,2179,140
1150,"Mahindra",43.526,"Diesel","Dealer","Manual","First ",16,2179,140
797,"Mahindra",60,"Diesel","Individual","Manual","First ",16.5,1493,70
750,"Mahindra",59.872,"Diesel","Individual","Manual","First ",15.96,2523,62.1
700,"Mahindra",91.182,"Diesel","Individual","Manual","First ",15.96,2523,62.1
1225,"Mahindra",39,"Diesel","Dealer","Manual","First ",16,2179,140
1000,"Mahindra",24.7,"Diesel","Individual","Manual","First ",16,2179,140
891,"Mahindra",80,"Diesel","Individual","Manual","First ",15.4,2179,120
200,"Mahindra",120,"Petrol","Individual","Manual","First ",15.7,1390,75
532,"Mahindra",121.779,"Diesel","Individual","Manual","First ",12.05,2179,120
310,"Mahindra",5,"Diesel","Individual","Manual","First ",13.6,2523,63
1800,"Mahindra",10,"Diesel","Individual","Manual","First ",16,2179,140
974,"Mahindra",15,"Diesel","Individual","Manual","First ",16.55,2498,105
960,"Mahindra",20,"Petrol","Individual","Manual","First ",17,1197,108.6
525,"Mahindra",120,"Diesel","Individual","Manual","First ",15.1,2179,140
350,"Mahindra",120,"Diesel","Individual","Manual","First ",13,2489,95
380,"Mahindra",80,"Diesel","Individual","Manual","First ",13.6,2523,63
500,"Mahindra",60,"Petrol","Individual","Manual","First ",18.15,1198,82
550,"Mahindra",60,"Diesel","Individual","Manual","First ",15.96,2523,62.1
1150,"Mahindra",29,"Diesel","Individual","Manual","First ",15.1,2179,152.87
1050,"Mahindra",46,"Diesel","Individual","Automatic","First ",16,2179,140
925,"Mahindra",40,"Diesel","Individual","Manual","First ",17.3,1497,121
490,"Mahindra",110,"Diesel","Individual","Automatic","First ",11.79,2179,120
450,"Mahindra",135,"Diesel","Individual","Manual","First ",15.96,2523,62.1
645,"Mahindra",60,"Diesel","Individual","Manual","First ",18.49,1493,100
451,"Mahindra",70,"Diesel","Individual","Manual","First ",15.96,2523,62.1
1300,"Mahindra",20,"Diesel","Individual","Manual","First ",16.36,2179,120
400,"Mahindra",25,"Petrol","Individual","Manual","First ",18.15,1198,82
500,"Mahindra",90,"Diesel","Individual","Manual","First ",15.96,2523,62.1
475,"Mahindra",120,"Diesel","Individual","Manual","First ",12.05,2179,120
650,"Mahindra",40,"Diesel","Individual","Manual","First ",15.1,2179,140
500,"Mahindra",35,"Diesel","Individual","Manual","First ",25.32,1198,77
1200,"Mahindra",10,"Diesel","Individual","Manual","First ",15.1,2179,140
1525,"Mahindra",46,"Diesel","Individual","Manual","First ",15.1,2179,152.87
750,"Mahindra",50,"Diesel","Individual","Manual","First ",16.5,1493,70
500,"Mahindra",50,"Diesel","Individual","Manual","First ",15.96,2523,62.1
395,"Mahindra",140,"Diesel","Individual","Manual","First ",14,2489,95
450,"Mahindra",78,"Diesel","Individual","Manual","First ",13.6,2523,63
1100,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,2179,120
999,"Mahindra",25,"Diesel","Individual","Manual","First ",15.4,2179,120
999,"Mahindra",25,"Diesel","Individual","Manual","First ",15.4,2179,120
1450,"Mahindra",10,"Diesel","Individual","Manual","First ",17.3,1497,121
1200,"Mahindra",25,"Diesel","Individual","Manual","First ",20,1497,115
470,"Mahindra",215,"Diesel","Individual","Manual","First ",12.05,2179,120
1075,"Mahindra",8.6,"Diesel","Dealer","Manual","First ",17.3,1497,121
500,"Mahindra",50,"Diesel","Individual","Manual","First ",25.32,1198,77
1500,"Mahindra",66.953,"Diesel","Individual","Manual","First ",16,2179,140
600,"Mahindra",60,"Diesel","Individual","Manual","First ",18.49,1493,100
710,"Mahindra",120,"Diesel","Individual","Manual","First ",18.49,1493,100
250,"Mahindra",80,"Diesel","Individual","Manual","First ",13.6,2523,63
550,"Mahindra",120,"Diesel","Individual","Manual","First ",15.96,2523,62.1
800,"Mahindra",79.5,"Diesel","Individual","Manual","First ",15.4,2179,120
600,"Mahindra",80,"Diesel","Individual","Manual","First ",15.96,2523,62.1
1300,"Mahindra",40,"Diesel","Individual","Automatic","First ",16,2179,140
300,"Mahindra",110,"Diesel","Individual","Manual","First ",10.5,2179,120
450,"Mahindra",112,"Diesel","Individual","Manual","First ",10.5,2609,120
750,"Mahindra",50,"Diesel","Individual","Manual","First ",15.1,2179,140
500,"Mahindra",160,"Diesel","Individual","Manual","First ",15.96,2523,62.1
850,"Mahindra",173,"Diesel","Individual","Manual","First ",16,2179,140
300,"Mahindra",210,"Diesel","Individual","Manual","First ",17.21,1493,100
900,"Mahindra",110,"Diesel","Individual","Manual","First ",15.4,1997,120
700,"Mahindra",120,"Diesel","Individual","Manual","First ",12.05,2179,120
450,"Mahindra",370,"Diesel","Individual","Manual","First ",12.05,2179,120
400,"Mahindra",30,"Diesel","Individual","Manual","First ",25.32,1198,77
741,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,1997,120
1500,"Mahindra",20,"Diesel","Individual","Automatic","First ",16,2179,138
320,"Mahindra",120,"Diesel","Individual","Manual","First ",14.95,2489,93.7
700,"Mahindra",40,"Diesel","Individual","Automatic","First ",18.49,1493,100
445,"Mahindra",40.2,"Diesel","Dealer","Manual","First ",21,1498,74.96
445,"Mahindra",62,"Diesel","Dealer","Manual","First ",21,1498,74.96
450,"Mahindra",78,"Diesel","Dealer","Manual","First ",15.4,1997,120
430,"Mahindra",120,"Diesel","Individual","Manual","First ",15.96,2523,62.1
700,"Mahindra",54.188,"Diesel","Individual","Manual","First ",18.49,1493,100
750,"Mahindra",60,"Diesel","Individual","Manual","First ",18.49,1493,100
700,"Mahindra",40,"Diesel","Individual","Manual","First ",18.49,1493,100
800,"Mahindra",136,"Diesel","Individual","Manual","First ",15.1,2179,140
850,"Mahindra",140,"Diesel","Individual","Manual","First ",16,2179,140
890,"Mahindra",80,"Diesel","Individual","Manual","First ",16.5,1493,70
250,"Mahindra",110,"Diesel","Individual","Manual","First ",20.8,1461,65
1200,"Mahindra",15,"Diesel","Individual","Manual","First ",20,1497,115
1090,"Mahindra",16.5,"Petrol","Dealer","Manual","First ",17,1197,110
750,"Mahindra",60,"Diesel","Individual","Manual","First ",16.5,1493,70
1250,"Mahindra",60,"Diesel","Individual","Manual","First ",16,2179,140
400,"Mahindra",35,"Diesel","Individual","Manual","First ",25.32,1198,77
680,"Mahindra",120,"Diesel","Individual","Manual","First ",15.1,2179,140
499,"Mahindra",80,"Diesel","Individual","Manual","First ",15.96,2523,63
1350,"Mahindra",20,"Diesel","Individual","Manual","First ",16,2179,140
390,"Mahindra",62,"Diesel","Dealer","Manual","First ",25.32,1198,77
975,"Mahindra",12.584,"Diesel","Dealer","Manual","First ",16.55,2498,105
1500,"Mahindra",30,"Diesel","Individual","Manual","First ",16,2179,140
750,"Mahindra",90,"Diesel","Individual","Manual","First ",15.1,2179,140
1400,"Mahindra",30,"Diesel","Individual","Manual","First ",16,1997,140
465,"Mahindra",77.088,"Diesel","Individual","Manual","First ",14,2489,95
570,"Mahindra",136.511,"Diesel","Individual","Manual","First ",15.96,2523,62.1
400,"Mahindra",50,"Diesel","Individual","Manual","First ",23.5,909,45
550,"Mahindra",11.5,"Diesel","Individual","Manual","First ",15.96,2523,63
650,"Mahindra",50,"Diesel","Individual","Manual","First ",14.95,2489,93.7
950,"Mahindra",50,"Diesel","Individual","Manual","First ",15.4,1997,120
459.999,"Mahindra",70,"Diesel","Individual","Manual","First ",12.05,2179,120
975,"Mahindra",100,"Diesel","Individual","Manual","First ",16,2179,140
450,"Mahindra",70,"Diesel","Individual","Manual","First ",15.96,2523,62.1
550,"Mahindra",76,"Diesel","Individual","Manual","First ",15.96,2523,62.1
300,"Mahindra",120,"Diesel","Individual","Manual","First ",14,2498,112
1050,"Mahindra",65,"Diesel","Individual","Manual","First ",15.1,2179,140
800,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,1997,120
550,"Mahindra",60,"Diesel","Individual","Manual","First ",25.32,1198,77
1250,"Mahindra",95,"Diesel","Individual","Manual","First ",15.4,1997,120
1147,"Mahindra",56.975,"Diesel","Individual","Manual","First ",16,2179,140
180,"Mahindra",218,"Diesel","Individual","Manual","First ",21,1461,64.1
210,"Mahindra",215,"Diesel","Individual","Manual","First ",21,1461,64.1
900,"Mahindra",100,"Diesel","Individual","Manual","First ",15.1,2179,140
750,"Mahindra",120,"Diesel","Individual","Manual","First ",12.05,2179,120
600,"Mahindra",91,"Diesel","Individual","Manual","First ",15.1,2179,140
600,"Mahindra",230,"Diesel","Individual","Manual","First ",14,2498,112
819.999,"Mahindra",90,"Diesel","Individual","Manual","First ",16,2179,140
500,"Mahindra",120,"Diesel","Individual","Manual","First ",18.49,1493,100
1200,"Mahindra",15,"Diesel","Individual","Manual","First ",20,1497,115
525,"Mahindra",96,"Diesel","Individual","Manual","First ",12.05,2179,120
630,"Mahindra",40,"Diesel","Individual","Manual","First ",16.5,1493,70
515,"Mahindra",60,"Diesel","Individual","Manual","First ",15.96,2523,62.1
950,"Mahindra",75.262,"Diesel","Individual","Manual","First ",15.4,2179,120
900,"Mahindra",18,"Diesel","Individual","Manual","First ",15.1,2179,140
650,"Mahindra",110,"Diesel","Individual","Manual","First ",15.96,2523,63
145,"Mahindra",170,"Diesel","Individual","Manual","First ",13.6,2523,63
445,"Mahindra",19.7,"Petrol","Individual","Manual","First ",18.15,1198,82
750,"Mahindra",110,"Diesel","Individual","Automatic","First ",18.49,1493,100
675,"Mahindra",120,"Diesel","Individual","Manual","First ",12.05,2179,120
700,"Mahindra",145.241,"Diesel","Individual","Manual","First ",12.05,2179,120
400,"Mahindra",110,"Diesel","Individual","Manual","First ",12.7,2609,116.6
1350,"Mahindra",40,"Diesel","Individual","Manual","First ",16,2179,138
1350,"Mahindra",25,"Diesel","Individual","Manual","First ",16,2179,140
550,"Mahindra",90,"Diesel","Individual","Manual","First ",15.96,2523,62.1
550,"Mahindra",60,"Diesel","Individual","Manual","First ",14,2523,75
700,"Mahindra",38,"Diesel","Individual","Manual","First ",18.49,1493,100
500,"Mahindra",110,"Diesel","Individual","Manual","First ",15.96,2523,62.1
1100,"Mahindra",70,"Diesel","Individual","Automatic","First ",16,2179,140
400,"Mahindra",50,"Diesel","Individual","Manual","First ",25.32,1198,77
450,"Mahindra",120,"Diesel","Individual","Manual","First ",15.96,2523,62.1
650,"Mahindra",85.71,"Diesel","Dealer","Manual","First ",15.1,2179,140
1025,"Mahindra",22.522,"Diesel","Dealer","Manual","First ",16,2179,140
670,"Mahindra",53.534,"Diesel","Individual","Manual","First ",15.96,2523,62.1
650,"Mahindra",150,"Diesel","Individual","Manual","First ",15.4,1997,120
585,"Mahindra",50,"Diesel","Individual","Manual","First ",16.55,2498,105
950,"Mahindra",15,"Diesel","Individual","Manual","First ",16.55,2498,105
700,"Mahindra",60,"Diesel","Individual","Manual","First ",18.49,1493,100
600,"Mahindra",60,"Diesel","Individual","Manual","First ",15.96,2523,63
370,"Mahindra",183,"Diesel","Individual","Manual","First ",15.96,2523,63
700,"Mahindra",50,"Diesel","Individual","Manual","First ",18.49,1493,100
560,"Mahindra",72,"Diesel","Individual","Manual","First ",15.96,2523,63
600,"Mahindra",70,"Diesel","Individual","Manual","First ",15.96,2523,63
977,"Mahindra",30,"Diesel","Individual","Manual","First ",17.3,1497,121
700,"Mahindra",30,"Diesel","Individual","Manual","First ",18.49,1493,100
420,"Mahindra",31,"Diesel","Individual","Manual","First ",25.32,1198,77
250,"Mahindra",180,"Diesel","Individual","Manual","First ",20.8,1461,64.1
800,"Mahindra",140,"Diesel","Individual","Manual","First ",15.1,2179,140
750,"Mahindra",16,"Diesel","Individual","Manual","First ",18.06,2523,63
690,"Mahindra",40,"Diesel","Individual","Manual","First ",25.32,1198,77
770,"Mahindra",85,"Diesel","Individual","Manual","First ",16.55,2498,105
450,"Mahindra",120,"Diesel","Individual","Manual","First ",25.32,1198,77
250,"Mahindra",200,"Diesel","Individual","Manual","First ",13.6,2523,63
650,"Mahindra",60,"Diesel","Individual","Automatic","First ",17.45,1493,100
700,"Mahindra",30,"Diesel","Individual","Manual","First ",18.49,1493,100
1051,"Mahindra",59.865,"Diesel","Dealer","Manual","First ",15.1,2179,152.87
1000,"Mahindra",17,"Diesel","Dealer","Manual","First ",17.3,1497,121
650,"Mahindra",114,"Diesel","Individual","Manual","First ",14.95,2489,93.7
1450,"Mahindra",10,"Diesel","Individual","Manual","First ",17.3,1497,121
850,"Mahindra",75,"Diesel","Dealer","Manual","First ",15.1,2179,140
1044.999,"Mahindra",70,"Diesel","Individual","Automatic","First ",16,2179,140
944.999,"Mahindra",41,"Diesel","Individual","Manual","First ",15.1,2179,140
800,"Mahindra",40,"Diesel","Individual","Manual","First ",15.1,2179,140
395,"Mahindra",140,"Diesel","Individual","Manual","First ",14,2489,95
700,"Mahindra",30,"Diesel","Individual","Manual","First ",25.32,1198,77
875,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,1997,120
780,"Mahindra",69,"Diesel","Dealer","Manual","First ",15.1,2179,140
357,"Mahindra",120,"Diesel","Individual","Manual","First ",25.32,1198,77
430,"Mahindra",50,"Diesel","Individual","Manual","First ",15.96,2523,62.1
1000,"Mahindra",60,"Diesel","Individual","Manual","First ",16.36,2179,120
475,"Mahindra",76,"Diesel","Individual","Manual","First ",15.96,2523,62.1
600,"Mahindra",139,"Diesel","Individual","Manual","First ",18.49,1493,100
900,"Mahindra",12,"Diesel","Dealer","Manual","First ",16.55,2498,105
740,"Mahindra",35,"Diesel","Individual","Manual","First ",16.5,1493,70
400,"Mahindra",15,"Petrol","Individual","Manual","First ",18.15,1198,82
1132,"Mahindra",20,"Petrol","Individual","Manual","First ",17,1197,110
650,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,2179,120
890,"Mahindra",13,"Diesel","Dealer","Manual","First ",18.06,2523,63
475,"Mahindra",108,"Diesel","Dealer","Manual","First ",16,2179,140
900,"Mahindra",35,"Diesel","Individual","Manual","First ",16.55,2498,105
800,"Mahindra",70,"Diesel","Individual","Manual","First ",15.4,1997,120
700,"Mahindra",24,"Diesel","Individual","Manual","First ",16.55,2498,105
650,"Mahindra",6,"Petrol","Individual","Manual","First ",18.15,1198,82
950,"Mahindra",49.7,"Diesel","Individual","Manual","First ",15.1,2179,140
600,"Mahindra",80,"Diesel","Individual","Manual","First ",18.49,1493,100
735,"Mahindra",70,"Diesel","Individual","Manual","First ",18.49,1493,100
600,"Mahindra",70,"Diesel","Individual","Manual","First ",15.96,2523,62.1
750,"Mahindra",120,"Diesel","Individual","Manual","First ",15.1,2179,140
174,"Mahindra",100,"Diesel","Individual","Manual","Second ",21,1461,64.1
625,"Mahindra",70,"Diesel","Individual","Automatic","Second ",11.79,2179,120
450,"Mahindra",15,"Petrol","Individual","Manual","Second ",18.15,1198,82
300,"Mahindra",120,"Diesel","Individual","Manual","Second ",17.21,1493,100
400,"Mahindra",170,"Diesel","Individual","Manual","Second ",13.6,2523,63
210,"Mahindra",207.89,"Diesel","Individual","Manual","Second ",13.6,2523,63
229.999,"Mahindra",170,"Diesel","Individual","Manual","Second ",21,1461,64.1
320,"Mahindra",80,"Diesel","Individual","Manual","Second ",13.6,2523,63
495,"Mahindra",100,"Diesel","Individual","Manual","Second ",13.6,2523,63
605,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.1,2179,140
409.999,"Mahindra",50,"Diesel","Individual","Manual","Second ",13.6,2523,63
600,"Mahindra",50,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
700,"Mahindra",40,"Diesel","Individual","Manual","Second ",16.55,2498,105
535,"Mahindra",21,"Petrol","Individual","Manual","Second ",18.15,1198,82
330,"Mahindra",136,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
350,"Mahindra",167,"Diesel","Individual","Manual","Second ",13.6,2523,63
270,"Mahindra",70,"Diesel","Individual","Manual","Second ",14,2498,112
590,"Mahindra",40,"Diesel","Individual","Manual","Second ",18.49,1493,100
270,"Mahindra",70,"Diesel","Individual","Manual","Second ",13.6,2523,63
420,"Mahindra",100,"Diesel","Individual","Manual","Second ",13.5,2179,115
340,"Mahindra",110,"Diesel","Individual","Manual","Second ",15.96,2523,63
441,"Mahindra",70,"Diesel","Individual","Manual","Second ",10.5,2609,120
650,"Mahindra",90,"Diesel","Individual","Manual","Second ",15.1,2179,140
220,"Mahindra",120,"Diesel","Individual","Manual","Second ",10.5,2179,120
150,"Mahindra",132.478,"Diesel","Individual","Manual","Second ",13.6,2523,63
450,"Mahindra",100,"Diesel","Individual","Manual","Second ",13.6,2523,63
350,"Mahindra",110,"Diesel","Individual","Manual","Second ",20.8,1461,64.1
400,"Mahindra",110,"Diesel","Individual","Manual","Second ",12.05,2179,120
400,"Mahindra",140,"Diesel","Individual","Manual","Second ",14.02,2179,118.3
480,"Mahindra",120,"Diesel","Individual","Manual","Second ",14.02,2179,118.3
625,"Mahindra",90,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
1300,"Mahindra",50,"Diesel","Individual","Manual","Second ",15.4,1997,120
421,"Mahindra",120,"Diesel","Individual","Manual","Second ",13.6,2523,63
305,"Mahindra",219,"Diesel","Individual","Manual","Second ",13.6,2523,63
611,"Mahindra",90,"Diesel","Individual","Manual","Second ",14,2523,75
425,"Mahindra",63,"Diesel","Individual","Manual","Second ",18.06,2523,63
900,"Mahindra",85.036,"Diesel","Dealer","Manual","Second ",15.1,2179,140
254.999,"Mahindra",70,"Diesel","Individual","Manual","Second ",20.8,1461,65
260,"Mahindra",70,"Diesel","Individual","Manual","Second ",21.03,1461,65
350,"Mahindra",106,"Diesel","Individual","Manual","Second ",20.8,1461,65
229.999,"Mahindra",80,"Diesel","Individual","Manual","Second ",10.5,2179,120
550,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.96,2523,63
180,"Mahindra",110,"Petrol","Individual","Manual","Second ",13.87,1390,75
190,"Mahindra",120,"Diesel","Individual","Manual","Second ",13.6,2523,63
800,"Mahindra",60,"Diesel","Individual","Manual","Second ",15.1,2179,140
351,"Mahindra",100,"Diesel","Individual","Manual","Second ",14,2498,112
403,"Mahindra",30,"Diesel","Individual","Manual","Second ",17.21,1493,100
270,"Mahindra",150,"Diesel","Individual","Manual","Second ",13.6,2523,63
400,"Mahindra",90,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
500,"Mahindra",70,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
200,"Mahindra",176,"Diesel","Individual","Manual","Second ",17,1461,66
175,"Mahindra",99,"Diesel","Individual","Manual","Second ",19.2,1461,65
730,"Mahindra",65.1,"Diesel","Individual","Manual","Second ",18.49,1493,100
750,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.1,2179,140
670,"Mahindra",57,"Diesel","Individual","Manual","Second ",15.4,1997,120
290,"Mahindra",120,"Diesel","Individual","Manual","Second ",12.05,2179,120
500,"Mahindra",150,"Diesel","Individual","Automatic","Second ",11.79,2179,120
200,"Mahindra",80,"Diesel","Individual","Manual","Second ",20.8,1461,65
225,"Mahindra",57,"Diesel","Individual","Manual","Second ",21,1461,64.1
660,"Mahindra",67,"Diesel","Individual","Manual","Second ",18.49,1493,100
160,"Mahindra",255,"Diesel","Individual","Manual","Second ",13,2489,95
325,"Mahindra",110,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
320,"Mahindra",40,"Diesel","Individual","Manual","Second ",14,2498,112
650,"Mahindra",65,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
250,"Mahindra",120,"Diesel","Individual","Manual","Second ",13,2489,95
250,"Mahindra",50,"Diesel","Individual","Manual","Second ",21.03,1461,65
400,"Mahindra",60,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
260,"Mahindra",380,"Diesel","Individual","Manual","Second ",13.6,2523,63
151,"Mahindra",200,"Diesel","Individual","Manual","Second ",10.5,2179,120
350,"Mahindra",110,"Diesel","Individual","Manual","Second ",17.21,1493,100
409.999,"Mahindra",100,"Diesel","Individual","Manual","Second ",14,2498,112
650,"Mahindra",110,"Diesel","Individual","Manual","Second ",15.4,2523,75
430,"Mahindra",100,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
850,"Mahindra",80,"Diesel","Individual","Automatic","Second ",16,2179,140
525,"Mahindra",70,"Diesel","Individual","Manual","Second ",16.55,2498,105
509.999,"Mahindra",97,"Diesel","Individual","Automatic","Second ",11.79,2179,120
250,"Mahindra",100,"Diesel","Individual","Manual","Second ",13,2489,95
620,"Mahindra",100,"Diesel","Individual","Manual","Second ",16.5,1493,70
675,"Mahindra",70,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
575,"Mahindra",110,"Diesel","Individual","Manual","Second ",14.02,2179,118.3
300,"Mahindra",120,"Diesel","Individual","Manual","Second ",14,2489,95
825,"Mahindra",165,"Diesel","Individual","Manual","Second ",15.1,2179,140
229.999,"Mahindra",105,"Diesel","Individual","Manual","Second ",19.2,1461,65
1200,"Mahindra",50,"Diesel","Individual","Automatic","Second ",16,2179,140
560,"Mahindra",101.903,"Diesel","Individual","Manual","Second ",12.05,2179,120
484.999,"Mahindra",80,"Diesel","Individual","Manual","Second ",13.5,2179,115
150,"Mahindra",100,"Diesel","Individual","Manual","Second ",13.6,2523,63
500,"Mahindra",48.3,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
180,"Mahindra",120,"Diesel","Individual","Manual","Second ",13,2489,95
610,"Mahindra",40,"Diesel","Individual","Manual","Second ",15.96,2523,62.1
750,"Mahindra",80,"Diesel","Individual","Manual","Second ",15.1,2179,140
430,"Mahindra",110,"Diesel","Individual","Manual","Second ",18.49,1493,100
350,"Mahindra",49.6,"Diesel","Individual","Manual","Second ",25.32,1198,77
459.999,"Mahindra",120,"Diesel","Individual","Manual","Second ",13.5,2609,115
340,"Mahindra",100,"Diesel","Individual","Manual","Second ",13.6,2523,63
700,"Mahindra",100,"Diesel","Individual","Manual","Second ",15.1,2179,140
365,"Mahindra",110,"Diesel","Individual","Automatic","Second ",11.79,2179,120
140,"Mahindra",120,"Diesel","Individual","Manual","Second ",21.03,1461,65
